hgnc_id,symbol,locus_type,seq_region,start,stop
"3947","FRAXC","fragile site","","",""
"3948","FRAXD","fragile site","","",""
"3949","FRAXE","fragile site","","",""
"3951","FXN","gene with protein product","9","69035751","69079076"
"3953","NCS1","gene with protein product","9","130172404","130237303"
"3954","FRG1","gene with protein product","4","189940870","189963202"
"3955","FRK","gene with protein product","6","115931149","116060891"
"3959","FRZB","gene with protein product","2","182833275","182866637"
"3960","FSCN2","gene with protein product","17","81528377","81537130"
"3961","FSCN3","gene with protein product","7","127591409","127602144"
"3964","FSHB","gene with protein product","11","30231014","30235261"
"3968","CENPI","gene with protein product","X","101098188","101166126"
"3969","FSHR","gene with protein product","2","48962157","49154527"
"3971","FST","gene with protein product","5","53480626","53487134"
"3972","FSTL1","gene with protein product","3","120392293","120450993"
"3973","FSTL3","gene with protein product","19","676392","683392"
"3974","FTCD","gene with protein product","21","46136160","46155579"
"3976","FTH1","gene with protein product","11","61959718","61967634"
"3978","ALDH1L1","gene with protein product","3","126103562","126197994"
"3979","FTH1P1","pseudogene","1","37544763","37545294"
"3980","FTH1P10","pseudogene","5","17353695","17354624"
"3981","FTH1P11","pseudogene","8","81521682","81522232"
"3982","FTH1P12","pseudogene","9","15527133","15527683"
"3983","FTH1P13","pseudogene","14","65900932","65901451"
"3985","FTH1P15","pseudogene","6","57004520","57004799"
"3986","FTH1P16","pseudogene","11","77734475","77735026"
"3987","FTHL17","gene with protein product","X","31071233","31072041"
"3988","FTHL18P","pseudogene","X","37043023","37043571"
"3989","FTH1P2","pseudogene","1","228687415","228687826"
"3990","FTH1P3","pseudogene","2","27392784","27393367"
"3991","FTH1P4","pseudogene","3","128764466","128765018"
"3994","FTH1P7","pseudogene","13","22696023","22696574"
"3995","FTH1P8","pseudogene","X","148052233","148052746"
"3996","FTH1P5","pseudogene","6","50912712","50913256"
"3997","FTH1P21","pseudogene","4","156006478","156006988"
"3999","FTL","gene with protein product","19","48965309","48966879"
"4000","FTLP3","pseudogene","20","4023917","4024444"
"4001","FTLP2","pseudogene","X","30630298","30630825"
"4004","FUBP1","gene with protein product","1","77944055","77979110"
"4005","FUBP3","gene with protein product","9","130578965","130638352"
"4006","FUCA1","gene with protein product","1","23845077","23868290"
"4007","FUCA1P1","pseudogene","2","176804987","176806337"
"4008","FUCA2","gene with protein product","6","143494812","143511720"
"4010","FUS","gene with protein product","16","31180138","31191605"
"4012","FUT1","gene with protein product","19","48748011","48755390"
"4013","FUT2","gene with protein product","19","48695971","48705951"
"4014","FUT3","gene with protein product","19","5842888","5851471"
"4015","FUT4","gene with protein product","11","94543921","94549895"
"4016","FUT5","gene with protein product","19","5865826","5870540"
"4017","FUT6","gene with protein product","19","5830408","5839722"
"4018","FUT7","gene with protein product","9","137030174","137032088"
"4019","FUT8","gene with protein product","14","65410592","65744121"
"4020","FUT9","gene with protein product","6","96015974","96215612"
"4021","KDSR","gene with protein product","18","63327726","63367228"
"4022","TIMM10B","gene with protein product","11","6481501","6484681"
"4023","FXR1","gene with protein product","3","180868141","180982753"
"4024","FXR2","gene with protein product","17","7591230","7614897"
"4025","FXYD1","gene with protein product","19","35138824","35143109"
"4026","FXYD2","gene with protein product","11","117800844","117828698"
"4027","FXYD3","gene with protein product","19","35115823","35124324"
"4028","FXYD4","gene with protein product","10","43371636","43376335"
"4029","FXYD5","gene with protein product","19","35154730","35169881"
"4030","FXYD6","gene with protein product","11","117836976","117877486"
"4031","FXYD6P1","pseudogene","10","42555440","42555724"
"4032","FXYD6P2","pseudogene","10","38091764","38092051"
"4034","FXYD7","gene with protein product","19","35143250","35154302"
"4035","ACKR1","gene with protein product","1","159203307","159206500"
"4036","FYB1","gene with protein product","5","39105252","39274528"
"4037","FYN","gene with protein product","6","111660332","111873452"
"4038","FZD1","gene with protein product","7","91264433","91271326"
"4039","FZD10","gene with protein product","12","130162459","130165740"
"4040","FZD2","gene with protein product","17","44557484","44561262"
"4041","FZD3","gene with protein product","8","28494205","28574267"
"4042","FZD4","gene with protein product","11","86945679","86955395"
"4043","FZD5","gene with protein product","2","207762598","207769906"
"4044","FZD6","gene with protein product","8","103298433","103332866"
"4045","FZD7","gene with protein product","2","202033855","202038441"
"4046","FZD8","gene with protein product","10","35638247","35642296"
"4047","FZD9","gene with protein product","7","73433778","73436120"
"4053","ISG15","gene with protein product","1","1001138","1014540"
"4054","IFI6","gene with protein product","1","27666064","27672212"
"4055","XRCC6","gene with protein product","22","41621163","41664048"
"4056","G6PC1","gene with protein product","17","42900797","42914438"
"4057","G6PD","gene with protein product","X","154531391","154547572"
"4059","G6PR","unknown","","",""
"4061","SLC37A4","gene with protein product","11","119024114","119030906"
"4065","GAA","gene with protein product","17","80101556","80119881"
"4066","GAB1","gene with protein product","4","143336762","143474568"
"4067","GABARAP","gene with protein product","17","7240008","7242449"
"4068","GABARAPL1","gene with protein product","12","10212458","10223128"
"4069","GABARAPL3","pseudogene","15","90348844","90349197"
"4070","GABBR1","gene with protein product","6","29555629","29633976"
"4071","GABPA","gene with protein product","21","25734570","25772460"
"4072","GABPAP","pseudogene","7","63893286","63894641"
"4074","GABPB1","gene with protein product","15","50275389","50355408"
"4075","GABRA1","gene with protein product","5","161847063","161899981"
"4076","GABRA2","gene with protein product","4","46243548","46475230"
"4077","GABRA3","gene with protein product","X","152166234","152451315"
"4078","GABRA4","gene with protein product","4","46918900","46993581"
"4079","GABRA5","gene with protein product","15","26866911","26949208"
"4080","GABRA6","gene with protein product","5","161547063","161702593"
"4081","GABRB1","gene with protein product","4","46993723","47426447"
"4082","GABRB2","gene with protein product","5","161288429","161549044"
"4083","GABRB3","gene with protein product","15","26543546","26939539"
"4084","GABRD","gene with protein product","1","2019329","2030758"
"4085","GABRE","gene with protein product","X","151953124","151974680"
"4086","GABRG1","gene with protein product","4","46035769","46124054"
"4087","GABRG2","gene with protein product","5","162000057","162162977"
"4088","GABRG3","gene with protein product","15","26971181","27541984"
"4089","GABRP","gene with protein product","5","170763350","170814047"
"4090","GABRR1","gene with protein product","6","89177504","89231278"
"4091","GABRR2","gene with protein product","6","89254464","89315299"
"4092","GAD1","gene with protein product","2","170813213","170861151"
"4093","GAD2","gene with protein product","10","26216665","26304558"
"4095","GADD45A","gene with protein product","1","67685201","67688334"
"4096","GADD45B","gene with protein product","19","2476122","2478259"
"4097","GADD45G","gene with protein product","9","89605012","89606555"
"4098","GAGE1","gene with protein product","X","49599020","49608538"
"4099","GAGE2A","gene with protein product","X","49589496","49596824"
"4101","GAGE4","gene with protein product","","",""
"4102","GAGE5","gene with protein product","","",""
"4103","GAGE6","gene with protein product","","",""
"4104","GAGE7","gene with protein product","","",""
"4105","GAGE12I","gene with protein product","","",""
"4106","GAGE8","gene with protein product","","",""
"4107","PAGE1","gene with protein product","X","49687447","49695984"
"4108","PAGE4","gene with protein product","X","49829260","49834264"
"4110","PAGE3","gene with protein product","X","55258415","55264916"
"4111","XAGE1A","gene with protein product","X","52495808","52500812"
"4112","XAGE2","gene with protein product","X","52369021","52375680"
"4113","GAK","gene with protein product","4","849276","932373"
"4114","GAL","gene with protein product","11","68683779","68691175"
"4115","GALC","gene with protein product","14","87837820","87993665"
"4116","GALE","gene with protein product","1","23795599","23800781"
"4117","B4GALNT1","gene with protein product","12","57623409","57633239"
"4118","GALK1","gene with protein product","17","75751594","75765236"
"4119","GALK2","gene with protein product","15","49155656","49367869"
"4122","GALNS","gene with protein product","16","88813734","88856970"
"4123","GALNT1","gene with protein product","18","35581117","35711834"
"4124","GALNT2","gene with protein product","1","230057990","230282122"
"4125","GALNT3","gene with protein product","2","165747588","165794659"
"4126","GALNT4","gene with protein product","12","89519412","89524796"
"4127","GALNT5","gene with protein product","2","157257705","157318491"
"4128","GALNT6","gene with protein product","12","51351247","51392867"
"4129","GALNT7","gene with protein product","4","173168811","173323967"
"4130","GALNT8","gene with protein product","12","4720400","4851927"
"4131","GALNT9","gene with protein product","12","132196372","132329589"
"4132","GALR1","gene with protein product","18","77249848","77277900"
"4133","GALR2","gene with protein product","17","76074781","76077537"
"4134","GALR3","gene with protein product","22","37823382","37825485"
"4135","GALT","gene with protein product","9","34638133","34651035"
"4136","GAMT","gene with protein product","19","1397026","1401570"
"4137","GAN","gene with protein product","16","81314944","81390809"
"4138","GANAB","gene with protein product","11","62624826","62646726"
"4139","GANC","gene with protein product","15","42273201","42353666"
"4140","GAP43","gene with protein product","3","115623510","115721490"
"4141","GAPDH","gene with protein product","12","6534512","6538374"
"4142","GAPDHP58","pseudogene","1","119495836","119496841"
"4143","GAPDHP65","pseudogene","X","46439709","46440714"
"4144","GAPDHP66","pseudogene","18","3977649","3978615"
"4145","GAPDHP67","pseudogene","X","136077844","136078631"
"4146","GAPDHP68","pseudogene","7","9614978","9615985"
"4147","GAPDHP69","pseudogene","13","29306778","29307785"
"4148","GAPDHP70","pseudogene","11","88408179","88409223"
"4149","GAPDHP71","pseudogene","5","174513305","174514307"
"4152","GAPDHP59","pseudogene","2","187415552","187415818"
"4153","GAPDHP60","pseudogene","4","87207092","87208086"
"4155","GAPDHP61","pseudogene","15","64528667","64529671"
"4156","GAPDHP62","pseudogene","8","100550724","100551713"
"4157","GAPDHP63","pseudogene","6","79953005","79954011"
"4158","GAPDHP64","pseudogene","1","116713833","116714835"
